review_text,star_rating,date,app_version,sentiment,primary_theme,secondary_theme,summary
من ساعت لما شغلتوا الهنود والتطبيق بقي في النازل الواحد لما يبقي يقدم شكوه مش بيعرفو يحلوها ومش بيعرفو يتكلموا لا مصري ولا إنجليزي كذا مره المحل يبعت الاوردر غلط والهندي يرفض يساعد ويقول كل شويه ابعتلي الصوره تاني مع اني سبق وبعتها مع فاتوره الاوردر انتم ازاي تخلوا المحلات في التطبيق يحاسبوني علي الخدمه مش كفايه الأسعار الأوفر بتاعت التوصيل,1,2026-04-30,13.39.0,Negative,Other,,"User dissatisfied, mentions other"
Had an issue with the fresh milk delivered and have been contacting customer support for 3 days only to be told it will sorted within 30mins. Very proactive in getting a 5 star rating but nothing really happens. Really disappointed!,1,2026-04-30,13.52.0,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
"I placed an order and waited nearly 45 minutes only to be told that the order was sent to the wrong location — their error, not mine. Instead of fixing it, they asked ME to cancel the order. Now I have to wait several business days for a refund on my card, for a mistake I didn't make.",1,2026-04-30,13.52.0,Negative,Delivery Speed,,User frustrated with slow delivery times
يتم سحب مبلغ من البطاقة ولم يتم ارجاعه عند إلغاء الطلب والمساعدة التي احتجتها لم تلبى الطلب,1,2026-04-30,,Negative,Other,Pricing / Promotions,"User dissatisfied, mentions other"
يلغون الطلب بدون سبب وما يرجعون الفلوس الى وره سبوعين وصارت بيه اكثر من مرة تطبيق فاشل,1,2026-04-29,13.53.0,Negative,Other,,"User dissatisfied, mentions other"
I will newer order from talabat again.,1,2026-04-29,13.52.0,Negative,Order Accuracy,,User received wrong or missing items in order
عدم إحضار الطلب بشكل صحيح لعدم كبير من المرات,1,2026-04-29,13.52.0,Negative,Other,Restaurant Selection,"User dissatisfied, mentions other"
keep up the great job,4,2026-04-29,,Positive,General Praise,Order Accuracy,User highly satisfied with overall app experience
I love talabat,5,2026-04-29,,Positive,General Praise,,User highly satisfied with overall app experience
40 egp for groceries delivery is INSANE might js delete atp,2,2026-04-29,,Negative,Other,Pricing / Promotions,"User dissatisfied, mentions other"
كل حاجه دايما مشغوله يعني مش فاهم نطلب امتى,1,2026-04-29,13.53.0,Negative,Other,General Praise,"User dissatisfied, mentions other"
اسعار الطعام والوجبات يختلف عن سعر المطعم الحقيقي اغلى من المطعم اضافه الى فرض مبلغ تحت تسمية اجور خدمة على السعر النهائي ...,1,2026-04-29,,Negative,Other,,"User dissatisfied, mentions other"
عروض وهمية ومفيش ارجاع,1,2026-04-29,13.51.0,Negative,Other,,"User dissatisfied, mentions other"
Did not get helpful suppot from the help center.,3,2026-04-29,,Positive,Customer Support,App UX / Navigation,User satisfied with the service
I love this app soo much,5,2026-04-29,13.52.0,Positive,App UX / Navigation,,User satisfied with the service
Points system is not working well,3,2026-04-29,13.53.0,Neutral,Other,App UX / Navigation,User left general feedback without strong sentiment
الوضع أختلف عما كان عليه سابقا التأخير صار شي أعتيادي توصل بالساعات,1,2026-04-29,,Neutral,Other,,User left general feedback without strong sentiment
اسعار اغلي من المطاعم و لازم اطلب برقم كبير عشان اخد خصم صغير,3,2026-04-29,13.52.0,Neutral,Other,Delivery Speed,User left general feedback without strong sentiment
"Worst service ever.. No customer service number.. They're hiding from angry customer, saving lots of money for cheap and poor quality service.. Stupid app with stupid options.. Uninstall!",1,2026-04-29,13.53.0,Negative,App UX / Navigation,Payment Issues,"User dissatisfied, mentions app ux / navigation"
مشكلة فى البرنامج مش بيجيب غير مطعم واحد بس,1,2026-04-29,,Negative,Other,Pricing / Promotions,"User dissatisfied, mentions other"
"TOO overpriced, ALOT of paymet issues but it gets some stuff done",2,2026-04-29,13.53.0,Negative,Pricing / Promotions,App UX / Navigation,User dissatisfied with pricing or promo codes not working
شركه زباله بتعمل عروض وهميه لجذب العملاء وبعدين تنصب زى عرض شهر نوفمبر وخدمة العملاء بتاعتها بتقول اى كلام وخلاص للهروب لكن حل مشكله لا وانا اساسا هشيل التطبيق بس كنت ناسى,1,2026-04-29,13.42.0,Negative,Other,,"User dissatisfied, mentions other"
السياسة سيئة للغاية يعنى طلبت اوردر بالغلط رفضوا يلغوه سواء المطعم ولا الدعم الفنى يقول استلم الاوردر!!! ده فرق دقيقة حرفيا و بقولك مبكولش الاكل ده تقولى بعتذرلك اللى هو البسى مليش فيه !!! مش مسامحة و الأكل كمان سىء جدا و غالى جدا حسبى الله ونعم الوكيل فيكوا حاولت اتواصل معاكم على الايميل و معرفتش على الايميل,1,2026-04-29,13.52.0,Negative,Other,,"User dissatisfied, mentions other"
very poor customers survive,1,2026-04-29,13.52.0,Negative,Other,,"User dissatisfied, mentions other"
it comes fast,5,2026-04-29,13.52.0,Positive,Delivery Speed,,User impressed with fast delivery service
i am making zero rider tip and theyvare. hargung everytime trying to contact but no response,1,2026-04-28,13.53.0,Negative,Delivery ETA Accuracy,General Praise,User reports delivery arrived much later than estimated
excellent service 👏,5,2026-04-28,13.52.0,Positive,Customer Support,,User satisfied with the service
very worst service.. they didn't deliver one if the items and they didn't do a refund also.. better to buy from the local grocery,1,2026-04-28,13.31.0,Negative,Order Accuracy,,User received wrong or missing items in order
perfect application ❤️,5,2026-04-28,13.52.0,Positive,App UX / Navigation,App Crashes / Bugs,User satisfied with the service
"Blocked for almost 5 months for no reason. I’ve contacted support dozens of times only to get the same response 'They are working on it'. They also sent me a link for business policy violations, despite my account being for an individual. Seems neither the support nor tech teams know how to fix this, or they simply don't care. Worst technical support I’ve ever experienced.",1,2026-04-28,,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
fast and reliable,4,2026-04-28,13.52.0,Positive,Delivery Speed,App Crashes / Bugs,User impressed with fast delivery service
"I wish there was a ZERO star rating or even minus. no phone number to call.. wrong order from a store (store switched it to their convenience) and I cant reach the app, its a trick to charge more money on delivery and more money on preparation... people said that stores does that and the apl locks you to no phone then they divide the stolen money... be very very very aware... ALERT... SCAMMERS. in response to their reply I emailed them and they have NOTHING to offer or ability to investigate.",1,2026-04-28,13.53.0,Negative,App UX / Navigation,Delivery ETA Accuracy,"User dissatisfied, mentions app ux / navigation"
تطبيق بالأونه الاخيره صاير فاشل، يعني الشركة لغت طلبي بدون أي سبب، يعني المندوب طلع وهوَ گاعد وبالطريق الشركه لغت الطلب؟ يعني مااعرف شنو هذا، جداً فاشل صاير، يعني تعبوا المندوب و لغو الطلب على اخر لحظة، فاشل,1,2026-04-28,,Negative,Other,App UX / Navigation,"User dissatisfied, mentions other"
this app at first gave me 3 vouchers and when I'm trying to use it it's regretting when I contact the talabat agents they say I used it already like what???? I didn't make a single order from this but still they said I used it like please if u don't wanna give voucher then don't what's with this behavior??,1,2026-04-28,,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
Amazing App with professional service everything is great. I had ordered so many times but never got disappointed.Riders are best.,5,2026-04-28,13.52.0,Positive,Delivery ETA Accuracy,,User satisfied with the service
اسؤ خدمة عملاء,1,2026-04-28,13.52.0,Negative,Other,,"User dissatisfied, mentions other"
"Really bad experience, not recommended at all. I ordered milk from Spinneys, but it was really bad and the item I received was expired. When I complained, they told me they couldn’t refund my money or replace the item. On top of that, they charged me an extra 20 EGP the delivery asked me for extra weight, even though I had already paid the full amount using my Visa.",1,2026-04-28,,Negative,Order Accuracy,,User received wrong or missing items in order
